english_name,chinese_name,district_code,district_en,district_zh,gazette_date,gazette_notice,gazette_date_raw
TUNG LEI PATH,東籬徑,TM,Tuen  Mun,屯門,2019-04-26,2870,43581
TUNG LEI ROAD,東利道,WTS,Wong Tai Sin,黃大仙,1967-02-24,428,24527
TUNG LEUNG LANE,棟樑里,TP,Tai  Po,大埔,1993-04-30,1435,34089
TUNG LEUNG ROAD,棟樑路,TP,Tai  Po,大埔,1993-04-30,1435,34089
TUNG LO WAN DRIVE,銅鑼灣徑,WC,Wan  Chai,灣仔,1975-09-19,2060,27656
TUNG LO WAN HILL ROAD,銅鑼灣山路,ST,Sha Tin,沙田,1976-08-13,1741,27985
TUNG LO WAN HILL ROAD,銅鑼灣山路,ST,Sha Tin,沙田,1981-09-18,2794,29847
TUNG LO WAN ROAD,銅鑼灣道,WC,Wan  Chai,灣仔,1935-06-21,490,12956
TUNG LOK STREET,同樂街,YL,Yuen Long,元朗,1977-12-02,2944,28461
TUNG LUNG ROAD,東隆道,WTS,Wong Tai Sin,黃大仙,1967-02-24,428,24527
TUNG MAU SQUARE,同茂坊,TP,Tai  Po,大埔,1966-03-11,688,24177
TUNG MING STREET,通明街,KT,Kwun Tong,觀塘,1957-02-22,264,20873
TUNG MING STREET,通明街,KT,Kwun Tong,觀塘,1976-04-02,721,27852
TUNG ON STREET,東安街,YTM,Yau Tsim Mong,油尖旺,1926-02-12,68,9540
TUNG ON STREET,東安街,YTM,Yau Tsim Mong,油尖旺,1926-04-16,202,9603
TUNG SAU SQUARE,同秀坊,TP,Tai  Po,大埔,1966-03-11,688,24177
TUNG SHAN TERRACE,東山臺,WC,Wan  Chai,灣仔,1962-04-19,869,22755
TUNG SING ROAD,東勝道,S,Southern,南區,1925-10-23,608,9428
TUNG SING ROAD,東勝道,S,Southern,南區,1959-05-08,628,21678
TUNG STREET,東街,C&W,Central  &  Western,中西區,1909-03-19,184,3366
TUNG TAI LANE,東泰里,WTS,Wong Tai Sin,黃大仙,1967-02-24,428,24527
TUNG TAU TSUEN ROAD,東頭村道,KC-WTS,Kowloon  City / Wong Tai Sin,九龍城 / 黃大仙,1963-11-08,2197,23323
TUNG TAU WAN ROAD,東頭灣道,S,Southern,南區,1933-11-10,727,12368
TUNG TSING ROAD,東正道,KC-WTS,Kowloon  City / Wong Tai Sin,九龍城 / 黃大仙,1967-02-24,428,24527
TUNG TSZ ROAD,洞梓路,TP,Tai  Po,大埔,1970-04-03,713,25661
TUNG TSZ ROAD,洞梓路,TP,Tai  Po,大埔,2009-03-06,1502,39878
TUNG TSZ SHAN ROAD,洞梓山路,TP,Tai  Po,大埔,1997-01-24,424,35454
TUNG WAN ROAD,東灣路,Is,Islands,離島,1984-01-20,204,30701
TUNG WAN TAU ROAD,東灣頭路,Is,Islands,離島,1983-11-04,3496,30624
TUNG WING ROAD,東榮路,Is,Islands,離島,2017-03-10,1273,42804
TUNG WO STREET,同和街,TW,Tsuen  Wan,荃灣,1996-11-08,5164,35377
TUNG WONG ROAD,東旺道,E,Eastern,東區,1997-07-25,385,35636
TUNG WUI ROAD,東匯路,YL,Yuen Long,元朗,2002-11-15,7434,37575
TUNG YAN STREET,同仁街,KT,Kwun Tong,觀塘,1957-02-22,264,20873
TUNG YIU ROAD,東耀路,Is,Islands,離島,2019-07-26,4779,43672
TUNG YUEN STREET,東源街,KT,Kwun Tong,觀塘,1967-03-17,603,24548
TWEED ROAD,陶域道,KC,Kowloon  City,九龍城,1951-08-03,798,18843
U LAM TERRACE,儒林臺,C&W,Central  &  Western,中西區,2016-07-29,4332,42580
UN CHAU STREET,元州街,SSP,Sham  Shui  Po,深水埗,1923-09-28,411,8672
UN CHAU STREET,元州街,SSP,Sham  Shui  Po,深水埗,2007-05-11,3077,39213
UN CHAU STREET,元州街,SSP,Sham  Shui  Po,深水埗,2017-12-22,9867,43091
UN FUK LANE,元福里,C&W,Central  &  Western,中西區,1967-07-14,1517,24667
UN FUK LANE,元福里,C&W,Central  &  Western,中西區,1967-12-08,2628,24814
UNIVERSAL GATE ROAD,普門路,TP,Tai  Po,大埔,2013-08-23,4994,41509
UNIVERSITY ROAD,大學道,SK,Sai  Kung,西貢,1991-07-05,2295,33424
UPPER STATION STREET,差館上街,C&W,Central  &  Western,中西區,1887-09-03,356,3/9/1887
VALLEY ROAD,山谷道,KC,Kowloon  City,九龍城,1933-07-14,481,12249
VENTRIS ROAD,雲地利道,WC,Wan  Chai,灣仔,1926-01-29,46,9526
VERBENA ROAD,地錦路,SSP,Sham  Shui  Po,深水埗,1953-11-20,1420,19683
VICTORIA PARK ROAD,維園道,WC,Wan  Chai,灣仔,1972-12-29,3318,26662
VICTORIA ROAD,域多利道,C&W-S,Central  &  Western / Southern,中西區 / 南區,1981-01-09,188,29595
VILLAGE ROAD,山村道,WC,Wan  Chai,灣仔,1925-10-09,575,9414
VILLAGE ROAD,山村道,WC,Wan  Chai,灣仔,1930-03-07,138,11024
VILLAGE ROAD,山村道,WC,Wan  Chai,灣仔,1953-09-18,1143,19620
VISTA AVENUE,海寧徑,Is,Islands,離島,1994-11-18,4386,34656
WA FUK STREET,華福街,SK,Sai  Kung,西貢,1987-02-13,510,31821
WA FUN STREET,華歡街,SK,Sai  Kung,西貢,1987-02-13,510,31821
WA FUNG STREET,華豐街,KC,Kowloon  City,九龍城,1923-09-28,411,8672
WA LAI PATH,華荔徑,K&T,Kwai  Tsing,葵青,1982-12-10,3875,30295
WA MEI PATH,畫眉徑,N,North,北區,2000-07-21,4741,36728
WA SHUN STREET,華信街,KC,Kowloon  City,九龍城,1999-03-26,1723,36245
WA SHUN STREET,華信街,KC,Kowloon  City,九龍城,2002-08-09,4899,37477
WA TAI ROAD,華泰路,K&T,Kwai  Tsing,葵青,1982-12-24,4036,30309
WA YUNG ROAD,華容路,SK,Sai  Kung,西貢,1987-02-13,510,31821
WAH CHEUNG STREET,華昌街,S,Southern,南區,1977-05-13,1088,28258
WAH CHI PATH,華池徑,WTS,Wong Tai Sin,黃大仙,1983-04-22,1265,30428
WAH CHUI STREET,華翠街,S,Southern,南區,2002-08-09,4898,37477
WAH FAT STREET,華發街,TM,Tuen  Mun,屯門,1989-06-09,1978,32668
WAH FU ROAD,華富道,S,Southern,南區,1977-05-13,1088,28258
WAH HA STREET,華廈街,E,Eastern,東區,1966-07-08,1759,24296
WAH HONG STREET,華康街,S,Southern,南區,2002-08-09,4898,37477
WAH KING HILL ROAD,華景山路,K&T,Kwai  Tsing,葵青,1981-10-23,3161,29882
WAH KING HILL ROAD,華景山路,K&T,Kwai  Tsing,葵青,1990-03-23,1051,32955
WAH KING STREET,華景街,S,Southern,南區,1987-04-24,1366,31891
WAH KWAI ROAD,華貴道,S,Southern,南區,1999-05-14,2686,36294
WAH LAM PATH,華林徑,S,Southern,南區,1977-05-13,1088,28258
WAH LOK PATH,華樂徑,S,Southern,南區,1977-05-13,1088,28258
WAH LUNG PATH,華隆徑,S,Southern,南區,1994-01-14,177,34348
WAH MING LANE,華明里,N,North,北區,1999-02-26,968,36217
WAH MING ROAD,華明路,N,North,北區,1992-03-06,833,33669
WAH SING STREET,華星街,K&T,Kwai  Tsing,葵青,1974-04-19,1023,27138
WAH TING STREET,華庭街,S,Southern,南區,1998-06-26,3111,35972
WAH YIU ROAD,華瑤路,K&T,Kwai  Tsing,葵青,1979-05-04,1132,28979
WAH YUEN DRIVE,華員徑,K&T,Kwai  Tsing,葵青,1981-10-23,3161,29882
WAI CHI LANE,偉智里,SSP,Sham  Shui  Po,深水埗,1981-11-06,3328,29896
WAI CHI LANE,偉智里,SSP,Sham  Shui  Po,深水埗,1981-12-24,3868,29944
WAI CHI STREET,偉智街,SSP,Sham  Shui  Po,深水埗,1967-12-01,2575,24807
WAI CHI STREET,偉智街,SSP,Sham  Shui  Po,深水埗,1969-03-14,508,25276
WAI CHI STREET,偉智街,SSP,Sham  Shui  Po,深水埗,1981-11-06,3328,29896
WAI CHI STREET,偉智街,SSP,Sham  Shui  Po,深水埗,1981-12-24,3868,29944
WAI CHING STREET,偉晴街,YTM,Yau Tsim Mong,油尖旺,1924-11-07,621,9078
WAI FAT ROAD,偉發道,KT,Kwun Tong,觀塘,1993-08-20,3000,34201
WAI FUNG STREET,惠風街,S,Southern,南區,1932-04-22,245,11801
WAI FUNG STREET,惠風街,S,Southern,南區,1932-04-29,255,11808
WAI HANG STREET,惠亨街,E,Eastern,東區,1964-02-07,313,23414
WAI HON ROAD,維翰路,N,North,北區,1995-01-13,155,34712
WAI KEK STREET,圍乪街,K&T,Kwai  Tsing,葵青,1964-05-29,1346,23526
WAI KING STREET,偉景街,KC,Kowloon  City,九龍城,1977-02-17,420,28173
WAI LOK STREET,偉樂街,KT,Kwun Tong,觀塘,2000-06-09,3693,36686
WAI LUN STREET,偉倫街,SSP,Sham  Shui  Po,深水埗,2002-11-01,7043,37561
WAI MAN ROAD,惠民路,SK,Sai  Kung,西貢,1987-02-06,420,31814
WAI MAN ROAD,惠民路,SK,Sai  Kung,西貢,1995-12-08,5100,35041
WAI MAN ROAD,惠民路,SK,Sai  Kung,西貢,2004-10-15,6703,38275
WAI MING STREET,偉明街,N,North,北區,1992-03-06,833,33669
WAI ON STREET,惠安街,YTM,Yau Tsim Mong,油尖旺,1958-05-30,732,21335
WAI PING CLOSE,衞平坊,N,North,北區,1995-01-13,155,34712
WAI SHIN STREET,懷善街,TP,Tai  Po,大埔,2005-03-24,1412,38435
WAI TSAI FIFTH STREET,圍仔第五街,Is,Islands,離島,1983-06-03,1753,30470
WAI TSAI FIRST STREET,圍仔第一街,Is,Islands,離島,1983-06-03,1753,30470
WAI TSAI FOURTH STREET,圍仔第四街,Is,Islands,離島,1983-06-03,1753,30470
WAI TSAI SECOND STREET,圍仔第二街,Is,Islands,離島,1983-06-03,1753,30470
WAI TSAI STREET,圍仔街,Is,Islands,離島,1985-10-18,3454,31338
WAI TSAI THIRD STREET,圍仔第三街,Is,Islands,離島,1983-06-03,1753,30470
WAI TSUEN ROAD,蕙荃路,TW,Tsuen  Wan,荃灣,1983-11-04,3497,30624
WAI TSUI CRESCENT,慧翠道,E,Eastern,東區,1984-03-09,709,30750
WAI TUNG ROAD,惠東路,Is,Islands,離島,1998-06-19,2978,35965
WAI WAH STREET,惠華街,WTS,Wong Tai Sin,黃大仙,1966-06-30,1684,24288
WAI WAI ROAD,懷惠道,SSP,Sham  Shui  Po,深水埗,1934-02-09,91,12459
WAI WAN LANE,衞環里,KC,Kowloon  City,九龍城,1990-08-10,2868,33095
WAI WAN LANE,衞環里,KC,Kowloon  City,九龍城,1990-08-31,3104,33116
WAI WO STREET,衞和街,N,North,北區,1995-01-13,155,34712
WAI YAN STREET,懷仁街,TP,Tai  Po,大埔,1930-05-02,262,11080
WAI YAN STREET,懷仁街,TP,Tai  Po,大埔,1961-11-10,1975,22595
WAI YI STREET,懷義街,TP,Tai  Po,大埔,1930-05-02,262,11080
WAI YI STREET,懷義街,TP,Tai  Po,大埔,1961-11-10,1975,22595
WAI YIN PATH,薈然徑,KC,Kowloon  City,九龍城,2015-02-13,1691,42048
WAI YIP STREET,偉業街,KT,Kwun Tong,觀塘,1960-07-22,1138,22119
WAI YIP STREET,偉業街,KT,Kwun Tong,觀塘,1976-11-12,2519,28076
WAI YIP STREET,偉業街,KT,Kwun Tong,觀塘,1999-04-16,2058,36266
WALKER ROAD,獲嘉道,KC,Kowloon  City,九龍城,1950-07-21,869,18465
WALNUT STREET,合桃街,YTM,Yau Tsim Mong,油尖旺,1950-09-29,1135,18535
WALNUT STREET,合桃街,YTM,Yau Tsim Mong,油尖旺,1966-10-14,2633,24394
WAN CHAI GAP ROAD,灣仔峽道,WC,Wan  Chai,灣仔,1957-04-05,509,20915
WAN CHAI GAP ROAD,灣仔峽道,WC,Wan  Chai,灣仔,1976-03-12,580,27831
WAN CHAI ROAD,灣仔道,WC,Wan  Chai,灣仔,1976-03-12,580,27831
WAN FUNG STREET,環鳳街,WTS,Wong Tai Sin,黃大仙,1968-04-11,726,24939
WAN HANG ROAD,運亨路,SK,Sai  Kung,西貢,1993-07-09,2388,34159
WAN HOI STREET,環海街,KC,Kowloon  City,九龍城,1978-06-23,1569,28664
WAN HON LANE,雲漢里,KT,Kwun Tong,觀塘,1991-02-13,564,33282
WAN HON STREET,雲漢街,KT,Kwun Tong,觀塘,1964-04-03,818,23470
WAN KING PATH,灣景街,SK,Sai  Kung,西貢,1973-12-07,3147,27005
WAN LUNG ROAD,運隆路,SK,Sai  Kung,西貢,1993-07-09,2388,34159
WAN O ROAD,環澳路,SK,Sai  Kung,西貢,2003-02-14,935,37666
WAN O ROAD,環澳路,SK,Sai  Kung,西貢,2022-11-25,6836,44890
WAN ON STREET,環安街,KC,Kowloon  City,九龍城,1958-08-08,1068,21405
WAN PO ROAD,環保大道,SK,Sai  Kung,西貢,1992-01-31,411,33634
WAN PO ROAD,環保大道,SK,Sai  Kung,西貢,1995-04-13,1314,34802
WAN PO ROAD,環保大道,SK,Sai  Kung,西貢,1996-06-28,2859,35244
WAN PO ROAD,環保大道,SK,Sai  Kung,西貢,1998-08-21,4079,36028
WAN PO ROAD,環保大道,SK,Sai  Kung,西貢,2005-09-30,4965,38625
WAN POON PATH,灣畔徑,SK,Sai  Kung,西貢,2004-01-16,528,38002
WAN SHAN ROAD,環山路,TM,Tuen  Mun,屯門,1998-12-18,6282,36147
WAN SHING STREET,運盛街,WC,Wan  Chai,灣仔,1974-05-31,1382,27180
WAN TAU KOK LANE,運頭角里,TP,Tai  Po,大埔,1983-09-30,3133,30589
WAN TAU SQUARE,運頭坊,TP,Tai  Po,大埔,1972-05-05,1092,26424
WAN TAU STREET,運頭街,TP,Tai  Po,大埔,1972-05-05,1092,26424
WAN TIN PATH,雲天徑,E,Eastern,東區,1966-01-14,129,24121
WAN TIN PATH,雲天徑,E,Eastern,東區,1985-09-06,2936,31296
WAN TSUI LANE,環翠里,E,Eastern,東區,1980-05-23,1579,29364
WAN TSUI ROAD,環翠道,E,Eastern,東區,1964-08-21,2339,23610
WAN WAH STREET,雲華街,WTS,Wong Tai Sin,黃大仙,1966-06-30,1684,24288
WAN WAH STREET,雲華街,WTS,Wong Tai Sin,黃大仙,2001-01-05,105,36896
WAN YING STREET,運盈街,WC,Wan  Chai,灣仔,2003-02-28,1362,37680
WANG CHAU ROAD,橫洲路,YL,Yuen Long,元朗,1977-12-02,2944,28461
WANG CHIN STREET,宏展街,KT,Kwun Tong,觀塘,1985-11-08,3721,31359
WANG CHIU ROAD,宏照道,KT,Kwun Tong,觀塘,1983-07-15,2233,30512
WANG FAT PATH,宏發徑,YL,Yuen Long,元朗,1984-05-18,1452,30820
WANG FAT PATH,宏發徑,YL,Yuen Long,元朗,2017-10-13,7594,43021
WANG FU STREET,宏富街,YL,Yuen Long,元朗,1984-05-04,1312,30806
WANG HOI ROAD,宏開道,KT,Kwun Tong,觀塘,1983-07-15,2233,30512
WANG HOI ROAD,宏開道,KT,Kwun Tong,觀塘,1984-04-19,1193,30791
WANG KEE STREET,宏基街,KT,Kwun Tong,觀塘,1985-12-13,4098,31394
WANG KWONG ROAD,宏光道,KT,Kwun Tong,觀塘,1983-07-15,2233,30512
WANG KWUN ROAD,宏冠道,KT,Kwun Tong,觀塘,1984-04-19,1193,30791
WANG LEE STREET,宏利街,YL,Yuen Long,元朗,1984-05-04,1312,30806
WANG LOK STREET,宏樂街,YL,Yuen Long,元朗,1984-05-04,1312,30806
WANG LUNG STREET,橫龍街,TW,Tsuen  Wan,荃灣,1963-06-21,1134,23183
WANG MAU STREET,宏茂街,KT,Kwun Tong,觀塘,1983-07-15,2233,30512
WANG ON ROAD,宏安道,E,Eastern,東區,1954-07-30,947,19935
WANG PING SHAN SOUTH ROAD,橫平山南路,YL,Yuen Long,元朗,2010-06-25,4012,40354
WANG POK STREET,橫壆街,ST,Sha Tin,沙田,1982-03-12,827,30022
WANG PUI ROAD,宏貝道,Is,Islands,離島,1970-06-05,1156,25724
WANG STREET,橫街,SK,Sai  Kung,西貢,1976-11-05,2462,28069
WANG TAI ROAD,宏泰道,KT,Kwun Tong,觀塘,1984-04-19,1193,30791
WANG TAK STREET,宏德街,WC,Wan  Chai,灣仔,1930-03-07,138,11024
WANG TAT ROAD,宏達路,YL,Yuen Long,元朗,1984-06-22,1827,30855
WANG TAT ROAD,宏達路,YL,Yuen Long,元朗,2017-10-13,7594,43021
WANG TAU HOM CENTRAL ROAD,橫頭磡中道,WTS,Wong Tai Sin,黃大仙,1966-07-29,1951,24317
WANG TAU HOM EAST ROAD,橫頭磡東道,WTS,Wong Tai Sin,黃大仙,1966-07-29,1951,24317
WANG TAU HOM NORTH ROAD,橫頭磡北道,WTS,Wong Tai Sin,黃大仙,1966-07-29,1951,24317
WANG TAU HOM SOUTH ROAD,橫頭磡南道,WTS,Wong Tai Sin,黃大仙,1966-07-29,1951,24317
WANG TOI SHAN SHAN TSUEN ROAD,橫台山散村路,YL,Yuen Long,元朗,2005-04-22,1896,38464
WANG TUNG STREET,宏通街,KT,Kwun Tong,觀塘,1985-12-13,4098,31394
WANG WA STREET,宏華街,E,Eastern,東區,1960-07-08,1060,22105
WANG WO TSAI STREET,橫窩仔街,TW,Tsuen  Wan,荃灣,1963-06-21,1134,23183
WANG YIP STREET EAST,宏業東街,YL,Yuen Long,元朗,1983-01-28,325,30344
WANG YIP STREET SOUTH,宏業南街,YL,Yuen Long,元朗,1983-01-28,325,30344
WANG YIP STREET WEST,宏業西街,YL,Yuen Long,元朗,1983-01-28,325,30344
WANG YUEN STREET,宏遠街,KT,Kwun Tong,觀塘,1983-07-15,2233,30512
WANG YUEN STREET,宏遠街,KT,Kwun Tong,觀塘,1985-12-13,4098,31394
WARWICK ROAD,和域道,KC,Kowloon  City,九龍城,1957-04-05,509,20915
WATERFALL BAY ROAD,瀑布灣道,S,Southern,南區,1977-05-13,1088,28258
WATERLOO ROAD,窩打老道,KC-YTM,Kowloon  City / Yau Tsim Mong,九龍城 / 油尖旺,1929-06-21,331,10765
WATERLOO ROAD,窩打老道,KC-YTM,Kowloon  City / Yau Tsim Mong,九龍城 / 油尖旺,1929-08-23,427,10828
WATERLOO ROAD,窩打老道,KC-YTM,Kowloon  City / Yau Tsim Mong,九龍城 / 油尖旺,1965-06-25,1572,23918
WATFORD ROAD,和福道,C&W,Central  &  Western,中西區,1966-05-27,1388,24254
WELFARE ROAD,惠福道,S,Southern,南區,1969-09-26,1915,25472
WEST EMBANKMENT,西堤,E,Eastern,東區,1957-08-23,1179,21055
WEST KOWLOON CORRIDOR,西九龍走廊,YTM-SSP,Yau Tsim Mong / Sham  Shui  Po,油尖旺 / 深水埗,2007-04-27,2709,39199
WEST KOWLOON CORRIDOR WEST,西九龍走廊西,YTM-SSP,Yau Tsim Mong / Sham  Shui  Po,油尖旺 / 深水埗,2007-09-21,6231,39346
WEST KOWLOON HIGHWAY,西九龍公路,YTM-SSP,Yau Tsim Mong / Sham  Shui  Po,油尖旺 / 深水埗,1998-05-22,2489,35937
WEST KOWLOON HIGHWAY,西九龍公路,YTM-SSP,Yau Tsim Mong / Sham  Shui  Po,油尖旺 / 深水埗,2017-04-07,1921,42832
WESTERN FIRE SERVICES STREET,西消防街,C&W,Central  &  Western,中西區,1985-11-22,3875,31373
WESTERN FIRE SERVICES STREET,西消防街,C&W,Central  &  Western,中西區,1991-04-04,1168,33332
WESTERN STREET,西邊街,C&W,Central  &  Western,中西區,1888-02-25,81,25/2/1888
WESTLANDS ROAD,華蘭路,E,Eastern,東區,1957-08-16,1149,21048
WETLAND PARK ROAD,濕地公園路,YL,Yuen Long,元朗,2000-07-07,4391,36714
WETLAND PARK ROAD,濕地公園路,YL,Yuen Long,元朗,2003-01-30,655,37651
WHAMPOA STREET,黃埔街,KC,Kowloon  City,九龍城,1956-06-08,717,20614
WHARF ROAD,和富道,E,Eastern,東區,1951-03-09,264,18696
WHARF ROAD,和富道,E,Eastern,東區,1952-04-04,397,19088
WHOLESALE MARKET STREET,批發市場街,SSP,Sham  Shui  Po,深水埗,2011-11-11,7460,40858
WILLOW STREET,柳樹街,YTM,Yau Tsim Mong,油尖旺,1950-07-28,900,18472
WILSON ROAD,衞信道,WC,Wan  Chai,灣仔,1962-02-09,285,22686
WILTSHIRE ROAD,渭州道,KC,Kowloon  City,九龍城,1951-05-18,522,18766
WING CHEUNG STREET,永祥街,WC,Wan  Chai,灣仔,1939-11-10,1047,14559
WING CHEUNG STREET,永祥街,WC,Wan  Chai,灣仔,1969-12-12,2481,25549
WING CHI PATH,榮池徑,WTS,Wong Tai Sin,黃大仙,1983-04-22,1265,30428
WING CHO STREET,榮祖街,K&T,Kwai  Tsing,葵青,1977-11-25,2859,28454
WING CHONG STREET,永創街,K&T,Kwai  Tsing,葵青,1975-09-19,2061,27656
WING CHUK STREET,穎竹街,WTS,Wong Tai Sin,黃大仙,1986-01-24,327,31436
WING FAT LANE,榮發里,TM,Tuen  Mun,屯門,1989-06-09,1978,32668
WING FONG ROAD,榮芳路,K&T,Kwai  Tsing,葵青,1974-04-19,1023,27138
WING FOOK STREET,永福街,KT,Kwun Tong,觀塘,1974-08-02,1982,27243
WING FOOK STREET,永福街,KT,Kwun Tong,觀塘,2020-08-07,4509,44050
WING HAU STREET,永孝街,K&T,Kwai  Tsing,葵青,1980-05-16,1503,29357
WING HONG STREET,永康街,SSP,Sham  Shui  Po,深水埗,1934-02-09,91,12459
WING KEI ROAD,永基路,K&T,Kwai  Tsing,葵青,1975-09-19,2061,27656
WING KEI ROAD,永基路,K&T,Kwai  Tsing,葵青,1990-03-02,778,32934
WING KEI ROAD,永基路,K&T,Kwai  Tsing,葵青,1999-08-20,4817,36392
WING KIN ROAD,永建路,K&T,Kwai  Tsing,葵青,1975-09-19,2061,27656
WING KWONG STREET,榮光街,KC,Kowloon  City,九龍城,1957-07-26,1050,21027
WING LAI ROAD,穎禮路,SK,Sai  Kung,西貢,1990-12-28,4644,33235
WING LAP STREET,永立街,K&T,Kwai  Tsing,葵青,1975-09-19,2061,27656
WING LUNG STREET,永隆街,SSP,Sham  Shui  Po,深水埗,1934-02-09,91,12459
WING MING STREET,永明街,SSP,Sham  Shui  Po,深水埗,1970-07-10,1428,25759
WING NING STREET,永寧街,WC,Wan  Chai,灣仔,1939-11-10,1047,14559
WING PING STREET,永平街,E,Eastern,東區,1977-04-15,858,28230
WING SHUN STREET,永順街,TW-K&T,Tsuen  Wan / Kwai  Tsing,荃灣 / 葵青,1980-05-16,1503,29357
WING SHUN STREET,永順街,TW-K&T,Tsuen  Wan / Kwai  Tsing,荃灣 / 葵青,1990-05-18,1802,33011
WING TAI ROAD,永泰道,E,Eastern,東區,1982-03-05,753,30015
WING TAI ROAD,永泰道,E,Eastern,東區,1984-08-24,2562,30918
WING TAI ROAD,永泰道,E,Eastern,東區,1984-11-30,3533,31016
WING TAK STREET,永德街,TW,Tsuen  Wan,荃灣,1996-06-28,2858,35244
WING TING ROAD,永定道,WTS,Wong Tai Sin,黃大仙,1989-07-07,2313,32696
WING TING ROAD,永定道,WTS,Wong Tai Sin,黃大仙,1994-03-11,866,34404
WING TING ROAD,永定道,WTS,Wong Tai Sin,黃大仙,1996-04-26,1905,35181
WING TSUN STREET,永俊街,Is,Islands,離島,1983-06-03,1753,30470
WING TUNG STREET,永東街,Is,Islands,離島,1983-06-03,1753,30470
WING TUNG STREET,永東街,Is,Islands,離島,2017-09-29,7315,43007
WING WO STREET,永和街,C&W,Central  &  Western,中西區,1967-04-28,930,24590
WING WO STREET,永和街,C&W,Central  &  Western,中西區,1967-06-02,1196,24625
WING YAN ROAD,榮欣路,TW,Tsuen  Wan,荃灣,2004-12-17,8104,38338
WING YIN STREET,永賢街,K&T,Kwai  Tsing,葵青,1995-08-25,3407,34936
WING YIP STREET,榮業街,KT,Kwun Tong,觀塘,1973-03-09,621,26732
WING YIP STREET,永業街,K&T,Kwai  Tsing,葵青,1974-04-19,1023,27138
WING YIU STREET,永耀街,KC,Kowloon  City,九龍城,1958-10-31,1478,21489
WINSLOW STREET,溫思勞街,KC,Kowloon  City,九龍城,1923-09-28,411,8672
WISTARIA ROAD,紫藤路,SSP,Sham  Shui  Po,深水埗,1953-11-20,1420,19683
WO CHE STREET,禾輋街,ST,Sha Tin,沙田,1981-03-27,959,29672
WO CHUNG STREET,和衷街,KC,Kowloon  City,九龍城,1965-04-09,914,23841
WO FUNG STREET,和豐街,N,North,北區,1970-03-06,534,25633
WO HEUNG STREET,禾香街,ST,Sha Tin,沙田,1976-08-13,1741,27985
WO HEUNG STREET,禾香街,ST,Sha Tin,沙田,1983-01-28,323,30344
WO HING ROAD,和興路,N,North,北區,1992-03-06,833,33669
WO HONG PATH,和康徑,KT,Kwun Tong,觀塘,1986-06-27,2181,31590
WO KA LAU ROAD,和家樓路,N,North,北區,1999-02-26,972,36217
WO KENG SHAN ROAD,禾徑山路,N,North,北區,1995-02-10,449,34740
WO KENG SHAN ROAD,禾徑山路,N,North,北區,1995-09-15,3732,34957
WO KWAI LANE,禾葵里,K&T,Kwai  Tsing,葵青,2001-07-13,4245,37085
WO LIU HANG ROAD,禾寮坑路,ST,Sha Tin,沙田,1976-08-13,1741,27985
WO LIU HANG ROAD,禾寮坑路,ST,Sha Tin,沙田,1983-01-28,323,30344
WO LOK LANE,和樂里,N,North,北區,2024-03-01,1176,45352
WO LUNG STREET,和隆街,N,North,北區,1970-03-06,534,25633
WO MEI HUNG MIN ROAD,窩美紅棉路,SK,Sai  Kung,西貢,2003-05-16,3285,37757
WO MING LANE,和鳴里,N,North,北區,1999-02-26,971,36217
WO MUK ROAD,和睦路,N,North,北區,1995-01-13,154,34712
WO MUN STREET,和滿街,N,North,北區,1995-01-13,154,34712
WO PING PATH,和平徑,TM,Tuen  Mun,屯門,1983-01-28,326,30344
WO PING SAN TSUEN LANE,和平新村里,TM,Tuen  Mun,屯門,1993-02-12,479,34012
WO SHEUNG TUN STREET,禾上墩街,ST,Sha Tin,沙田,1981-06-12,1685,29749
WO SHING STREET,禾盛街,ST,Sha Tin,沙田,1976-08-13,1741,27985
WO SHUI STREET,禾穗街,ST,Sha Tin,沙田,1976-08-13,1741,27985
WO SHUN LANE,和順里,Is,Islands,離島,1993-12-03,4432,34306
WO SHUN LANE,和順里,Is,Islands,離島,2006-03-03,1461,38779
WO TAI STREET,和泰街,N,North,北區,1970-03-06,534,25633
WO TAI STREET,和泰街,N,North,北區,1995-01-13,154,34712
WO TIK STREET,禾笛街,TW,Tsuen  Wan,荃灣,1963-06-21,1134,23183
WO TONG TSUI STREET,禾塘咀街,K&T,Kwai  Tsing,葵青,1970-03-06,535,25633
WO YI HOP INTERCHANGE,和宜合交匯處,TW,Tsuen  Wan,荃灣,1990-11-02,3966,33179
WO YI HOP LANE,和宜合里,TW-K&T,Tsuen  Wan / Kwai  Tsing,荃灣 / 葵青,1991-03-08,816,33305
WO YI HOP ROAD,和宜合道,K&T-TW,Kwai  Tsing / Tsuen  Wan,葵青 / 荃灣,1964-05-29,1346,23526
WO YI HOP ROAD,和宜合道,K&T-TW,Kwai  Tsing / Tsuen  Wan,葵青 / 荃灣,1970-03-06,535,25633
WOH CHAI STREET,窩仔街,SSP,Sham  Shui  Po,深水埗,1956-08-31,1108,20698
WOH CHAI STREET,窩仔街,SSP,Sham  Shui  Po,深水埗,1963-12-06,2399,23351
WONG CHU ROAD,皇珠路,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
WONG CHUK HANG PATH,黃竹坑徑,S,Southern,南區,1937-09-24,682,13782
WONG CHUK HANG PATH,黃竹坑徑,S,Southern,南區,1978-09-08,2274,28741
WONG CHUK HANG PATH,黃竹坑徑,S,Southern,南區,1980-08-22,2637,29455
